Provisional Final Fantasy IV ROM Map

Last Updated: 2024-05-15 16:06:36 UTC

The following is a provisional ROM map of Final Fantasy IV. It is currently
automatically generated from the source files of an incomplete disassembly of
the game. As such, things may be mislabeled or otherwise incorrect. Use this
information at your own risk. Here is a brief description of each field:

Label           A descriptive-ish name given to the region of code or data. May
                or may not be specific enough to accurately describe the region.
                Labels prefixed by underscores are subroutines expected to be
                used within the same bank (JSR/RTS). Other subroutines should be
                accessed with JSL/RTL. Most data blocks are suffixed with _data,
                but there are some scragglers that slipped through. Labels that
                start with CODE_ or DATA_ are ones that I have not bothered to
                accurately label yet beyond their use as code or data.

Mapped Address  The address of the region as accessed on the SNES system bus.
                Unless you have a particularly good reason (editing a file
                directly in a hex editor), you should always be use this
                address, as any written pointers will need to be written in
                this form anyway.

Binary Address  The address of the region in the actual ROM dump. As far as the
                game itself is concerned, this address does not exist. It is
                primarily useful for direct hex editing, but its use should
                otherwise be limited.

Type            A vague description of what this region contains.

Size            The size of the region in bytes. Do note that since a single
                logical region can occasionally have multiple labels, this value
                is not necessarily accurate.

+-----------------------------------------------------------------------+---------------------+-------------------+---------+--------+
|                                 Label                                 |   Mapped Address    |  Binary Address   |  Type   |  Size  |
| battle_update_monster_back_row                                        | $01:E988 - $01:E9CE | $00E988 - $00E9CE | Code    |     71 |
| _battle_play_sound_effect_spell                                       | $01:E9CF - $01:E9D3 | $00E9CF - $00E9D3 | Code    |      5 |
| flip_battle_background_tilemap                                        | $01:E9D4 - $01:E9E0 | $00E9D4 - $00E9E0 | Code    |     13 |
| flip_battle_monster_tilemap                                           | $01:E9E1 - $01:EA36 | $00E9E1 - $00EA36 | Code    |     86 |
| flip_tilemap_rows                                                     | $01:EA37 - $01:EA68 | $00EA37 - $00EA68 | Code    |     50 |
| _battle_get_monster_right_x                                           | $01:EA69 - $01:EA7C | $00EA69 - $00EA7C | Code    |     20 |
| _math_divide_16bit                                                    | $01:EA7D - $01:EAAD | $00EA7D - $00EAAD | Code    |     49 |
| set_status_icon_count                                                 | $01:EAAE - $01:EAE0 | $00EAAE - $00EAE0 | Code    |     51 |
| battle_init_misc                                                      | $01:EAE1 - $01:EBBE | $00EAE1 - $00EBBE | Code    |    222 |
| battle_initialize_pause_tilemap                                       | $01:EBBF - $01:EBD1 | $00EBBF - $00EBD1 | Code    |     19 |
| battle_initialize_menu_hdma_data                                      | $01:EBD2 - $01:ED61 | $00EBD2 - $00ED61 | Data    |    400 |
| battle_set_bg1_scroll_with_vertical_offset                            | $01:ED62 - $01:ED6F | $00ED62 - $00ED6F | Code    |     14 |
| battle_set_bg1_scroll                                                 | $01:ED70 - $01:ED77 | $00ED70 - $00ED77 | Code    |      8 |
| _battle_set_bg1_scroll_common                                         | $01:ED78 - $01:EDA8 | $00ED78 - $00EDA8 | Code    |     49 |
| _battle_effect_spell_exit_update_palette                              | $01:EDA9 - $01:EDD2 | $00EDA9 - $00EDD2 | Code    |     42 |
| battle_animate_exit_palette_change                                    | $01:EDD3 - $01:EE08 | $00EDD3 - $00EE08 | Code    |     54 |
| _battle_wait_next_frame_preserve_x_y                                  | $01:EE09 - $01:EE0D | $00EE09 - $00EE0D | Code    |      5 |
| monster_spell_audiovisual_dispatch                                    | $01:EE0E - $01:EE11 | $00EE0E - $00EE11 | Code    |      4 |
| _monster_spell_audiovisual_dispatch                                   | $01:EE12 - $01:EE25 | $00EE12 - $00EE25 | Code    |     20 |
| monster_spell_audiovisual_pointer_data                                | $01:EE26 - $01:EE53 | $00EE26 - $00EE53 | Data    |     46 |
| _monster_spell_audiovisual_chime_and_flash                            | $01:EE54 - $01:EE58 | $00EE54 - $00EE58 | Code    |      5 |
| _monster_spell_audiovisual_evilwall_advance                           | $01:EE59 - $01:EE6B | $00EE59 - $00EE6B | Code    |     19 |
| _monster_spell_audiovisual_zeromus_shake                              | $01:EE6C - $01:EE8A | $00EE6C - $00EE8A | Code    |     31 |
| _set_battle_flash_pulse_red                                           | $01:EE8B - $01:EE8E | $00EE8B - $00EE8E | Code    |      4 |
| _set_battle_flash_pulse_blue                                          | $01:EE8F - $01:EE92 | $00EE8F - $00EE92 | Code    |      4 |
| _set_battle_flash_pulse_white                                         | $01:EE93 - $01:EE94 | $00EE93 - $00EE94 | Code    |      2 |
| _set_battle_flash_pulse_finalize                                      | $01:EE95 - $01:EEAC | $00EE95 - $00EEAC | Code    |     24 |
| set_battle_flash_continuous_magenta                                   | $01:EEAD - $01:EEB0 | $00EEAD - $00EEB0 | Code    |      4 |
| set_battle_flash_continuous_cyan                                      | $01:EEB1 - $01:EEB4 | $00EEB1 - $00EEB4 | Code    |      4 |
| set_battle_flash_continuous_yellow                                    | $01:EEB5 - $01:EEB8 | $00EEB5 - $00EEB8 | Code    |      4 |
| set_battle_flash_continuous_red                                       | $01:EEB9 - $01:EEBC | $00EEB9 - $00EEBC | Code    |      4 |
| set_battle_flash_continuous_green                                     | $01:EEBD - $01:EEC0 | $00EEBD - $00EEC0 | Code    |      4 |
| set_battle_flash_continuous_blue                                      | $01:EEC1 - $01:EEC4 | $00EEC1 - $00EEC4 | Code    |      4 |
| set_battle_flash_continuous_white                                     | $01:EEC5 - $01:EEC6 | $00EEC5 - $00EEC6 | Code    |      2 |
| _set_battle_flash_continuous_finalize                                 | $01:EEC7 - $01:EEE0 | $00EEC7 - $00EEE0 | Code    |     26 |
| _monster_spell_audiovisual_next_monster_strobe                        | $01:EEE1 - $01:EEF8 | $00EEE1 - $00EEF8 | Code    |     24 |
| _battle_reset_monster_variable_sprites                                | $01:EEF9 - $01:EF05 | $00EEF9 - $00EF05 | Code    |     13 |
| _monster_spell_audiovisual_noop                                       | $01:EF06 - $01:EF06 | $00EF06 - $00EF06 | Code    |      1 |
| _battle_get_caller_slot                                               | $01:EF07 - $01:EF20 | $00EF07 - $00EF20 | Code    |     26 |
| _monster_spell_audiovisual_activate_caller                            | $01:EF21 - $01:EF52 | $00EF21 - $00EF52 | Code    |     50 |
| _monster_spell_audiovisual_clear_caller_status                        | $01:EF53 - $01:EF6A | $00EF53 - $00EF6A | Code    |     24 |
| _battle_load_character_targeting_two_monsters_action_details          | $01:EF6B - $01:EF80 | $00EF6B - $00EF80 | Code    |     22 |
| _battle_restore_current_action_details                                | $01:EF81 - $01:EF8F | $00EF81 - $00EF8F | Code    |     15 |
| battle_animate_mist_golbez                                            | $01:EF90 - $01:EFB2 | $00EF90 - $00EFB2 | Code    |     35 |
| action_details_character_targeting_two_monsters_data                  | $01:EFB3 - $01:EFBA | $00EFB3 - $00EFBA | Data    |      8 |
| _battle_character_apparitions_hide                                    | $01:EFBB - $01:EFC3 | $00EFBB - $00EFC3 | Code    |      9 |
| _battle_character_apparitions_animate_and_increment_both              | $01:EFC4 - $01:EFCA | $00EFC4 - $00EFCA | Code    |      7 |
| _battle_character_apparitions_animate_switch                          | $01:EFCB - $01:EFE0 | $00EFCB - $00EFE0 | Code    |     22 |
| _monster_spell_audiovisual_show_character_apparition_anna             | $01:EFE1 - $01:EFF3 | $00EFE1 - $00EFF3 | Code    |     19 |
| _monster_spell_audiovisual_show_character_apparition_edward_tellah    | $01:EFF4 - $01:F001 | $00EFF4 - $00F001 | Code    |     14 |
| _monster_spell_audiovisual_show_character_apparition_palom_porom      | $01:F002 - $01:F00F | $00F002 - $00F00F | Code    |     14 |
| _monster_spell_audiovisual_show_character_apparition_yang_cid         | $01:F010 - $01:F01D | $00F010 - $00F01D | Code    |     14 |
| _monster_spell_audiovisual_show_character_apparition_fusoya_golbez    | $01:F01E - $01:F02E | $00F01E - $00F02E | Code    |     17 |
| battle_draw_character_apparitions                                     | $01:F02F - $01:F057 | $00F02F - $00F057 | Code    |     41 |
| _get_battle_tilemap_address                                           | $01:F058 - $01:F07B | $00F058 - $00F07B | Code    |     36 |
| _battle_load_reversed_character_tilemap                               | $01:F07C - $01:F08F | $00F07C - $00F08F | Code    |     20 |
| _battle_load_reversed_character_tilemap_row                           | $01:F090 - $01:F0A6 | $00F090 - $00F0A6 | Code    |     23 |
| _battle_load_character_apparition_set                                 | $01:F0A7 - $01:F0F1 | $00F0A7 - $00F0F1 | Code    |     75 |
| battle_load_monster_weapon_sprite                                     | $01:F0F2 - $01:F111 | $00F0F2 - $00F111 | Code    |     32 |
| battle_finalize_nmi                                                   | $01:F112 - $01:F1A2 | $00F112 - $00F1A2 | Code    |    145 |
| battle_animate_land_monster                                           | $01:F1A3 - $01:F273 | $00F1A3 - $00F273 | Code    |    209 |
| battle_animate_monster_kick_forward                                   | $01:F274 - $01:F298 | $00F274 - $00F298 | Code    |     37 |
| battle_animate_monster_kick_reverse                                   | $01:F299 - $01:F2B7 | $00F299 - $00F2B7 | Code    |     31 |
| battle_load_monster_character_sprite_tilemap                          | $01:F2B8 - $01:F2EA | $00F2B8 - $00F2EA | Code    |     51 |
| _battle_load_monster_character_sprite_tilemap_row                     | $01:F2EB - $01:F312 | $00F2EB - $00F312 | Code    |     40 |
| battle_alternate_party_sprite_update_forward_strike                   | $01:F313 - $01:F316 | $00F313 - $00F316 | Code    |      4 |
| _battle_animate_call_flashing_monster                                 | $01:F317 - $01:F366 | $00F317 - $00F366 | Code    |     80 |
| _battle_animate_sixteen_hits                                          | $01:F367 - $01:F370 | $00F367 - $00F370 | Code    |     10 |
| battle_animate_call_imp                                               | $01:F371 - $01:F380 | $00F371 - $00F380 | Code    |     16 |
| battle_animate_call_bomb_initial                                      | $01:F381 - $01:F387 | $00F381 - $00F387 | Code    |      7 |
| battle_animate_call_chocobo_kick                                      | $01:F388 - $01:F397 | $00F388 - $00F397 | Code    |     16 |
| _battle_wait_x_frames                                                 | $01:F398 - $01:F39E | $00F398 - $00F39E | Code    |      7 |
| _battle_animate_call_asura                                            | $01:F39F - $01:F3B4 | $00F39F - $00F3B4 | Code    |     22 |
| battle_animate_call_asura                                             | $01:F3B5 - $01:F3B8 | $00F3B5 - $00F3B8 | Code    |      4 |
| battle_animate_spell_demolish                                         | $01:F3B9 - $01:F460 | $00F3B9 - $00F460 | Code    |    168 |
| _battle_effect_spell_demolish_update_sine_magnitudes                  | $01:F461 - $01:F48D | $00F461 - $00F48D | Code    |     45 |
| _battle_effect_spell_demolish_update_oam                              | $01:F48E - $01:F4DD | $00F48E - $00F4DD | Code    |     80 |
| battle_animate_drain                                                  | $01:F4DE - $01:F599 | $00F4DE - $00F599 | Code    |    188 |
| battle_animate_nuke_particles                                         | $01:F59A - $01:F60E | $00F59A - $00F60E | Code    |    117 |
| _battle_animate_nuke_initialize_sine                                  | $01:F60F - $01:F626 | $00F60F - $00F626 | Code    |     24 |
| _battle_effect_init_sine_full                                         | $01:F627 - $01:F656 | $00F627 - $00F656 | Code    |     48 |
| UNUSED_CODE_01F657                                                    | $01:F657 - $01:F675 | $00F657 - $00F675 | Unused  |     31 |
| _battle_animate_drain_convergence                                     | $01:F676 - $01:F6A6 | $00F676 - $00F6A6 | Code    |     49 |
| _battle_effect_spell_drain_update_and_rotate                          | $01:F6A7 - $01:F6B7 | $00F6A7 - $00F6B7 | Code    |     17 |
| _battle_effect_particle_update                                        | $01:F6B8 - $01:F6B9 | $00F6B8 - $00F6B9 | Code    |      2 |
| _battle_effect_particle_update_custom_count                           | $01:F6BA - $01:F75E | $00F6BA - $00F75E | Code    |    165 |
| _battle_effect_particle_update_oam                                    | $01:F75F - $01:F7F3 | $00F75F - $00F7F3 | Code    |    149 |
| battle_animate_call_with_spell                                        | $01:F7F4 - $01:F802 | $00F7F4 - $00F802 | Code    |     15 |
| battle_animate_reaction                                               | $01:F803 - $01:F827 | $00F803 - $00F827 | Code    |     37 |
| _battle_effect_expanded_sprite_update_oam                             | $01:F828 - $01:F883 | $00F828 - $00F883 | Code    |     92 |
| battle_animate_call_shiva                                             | $01:F884 - $01:F941 | $00F884 - $00F941 | Code    |    190 |
| battle_animate_call_indra                                             | $01:F942 - $01:F952 | $00F942 - $00F952 | Code    |     17 |
| battle_animate_call_titan                                             | $01:F953 - $01:F964 | $00F953 - $00F964 | Code    |     18 |
| _battle_effect_get_sine_value                                         | $01:F965 - $01:F974 | $00F965 - $00F974 | Code    |     16 |
| _battle_effect_get_sine_value_2                                       | $01:F975 - $01:F984 | $00F975 - $00F984 | Code    |     16 |
| _battle_effect_increment_sine_magnitudes                              | $01:F985 - $01:F995 | $00F985 - $00F995 | Code    |     17 |
| _battle_effect_increment_sine_indexes                                 | $01:F996 - $01:F9A6 | $00F996 - $00F9A6 | Code    |     17 |
| _battle_effect_mist_update_oam                                        | $01:F9A7 - $01:F9EA | $00F9A7 - $00F9EA | Code    |     68 |
| battle_animate_call_mist                                              | $01:F9EB - $01:FA7C | $00F9EB - $00FA7C | Code    |    146 |
| battle_do_nothing_but_return                                          | $01:FA7D - $01:FA7D | $00FA7D - $00FA7D | Code    |      1 |
| battle_animate_call_sylph_initial                                     | $01:FA7E - $01:FA9E | $00FA7E - $00FA9E | Code    |     33 |
| battle_animate_call_odin                                              | $01:FA9F - $01:FB15 | $00FA9F - $00FB15 | Code    |    119 |
